contact_id,customer_id,contact_datetime,first_response_datetime,response_time_min,converted,contact_source_type,customer_type,product_id,product_category,product_subcategory,product_collection,is_payday_period,is_peak_season
A_C0189,A_U0005,2025-11-09 14:37:00,2025-11-09 17:33:00,176,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,1
A_C0190,A_U0341,2025-03-06 12:55:00,2025-03-06 13:00:00,5,0,product_page,one_time,P0024,earphones,unknown,unknown,0,0
A_C0191,A_U0252,2025-11-17 13:17:00,2025-11-17 23:41:00,624,1,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,0,1
A_C0192,A_U0188,2025-11-05 12:45:00,2025-11-05 13:35:00,50,1,product_page,vip,P0009,car_accessories,unknown,unknown,0,1
A_C0193,A_U0074,2025-05-05 19:12:00,2025-05-05 20:04:00,52,1,product_page,lead,P0041,other_accessories,phone_cases,football,0,0
A_C0194,A_U0327,2025-12-17 08:54:00,2025-12-17 09:33:00,39,1,product_page,vip,P0023,earphones,unknown,unknown,0,1
A_C0195,A_U0048,2025-05-01 16:44:00,2025-05-01 19:13:00,149,0,general_contact,two_times,P0004,retro_consoles,caseover_console,unknown,1,0
A_C0196,A_U0283,2025-07-21 08:44:00,2025-07-25 06:38:00,5634,0,general_contact,vip,P0055,other_accessories,phone_cases,men,0,0
A_C0197,A_U0200,2025-12-17 09:24:00,2025-12-17 10:13:00,49,1,product_page,lead,P0021,earphones,unknown,unknown,0,1
A_C0198,A_U0082,2025-08-12 09:28:00,2025-08-12 12:08:00,160,1,product_page,lead,P0003,retro_consoles,caseover_console,unknown,0,0
A_C0199,A_U0090,2025-09-27 13:12:00,2025-09-27 16:26:00,194,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,1,1
A_C0200,A_U0269,2025-07-13 13:34:00,2025-07-15 04:25:00,2331,0,product_page,two_times,P0018,kits_and_bundles,unknown,unknown,0,0
A_C0201,A_U0013,2025-01-08 18:18:00,2025-01-09 09:27:00,909,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,0
A_C0202,A_U0004,2025-01-18 22:47:00,2025-01-19 05:36:00,409,1,product_page,one_time,P0007,retro_consoles,caseover_projector,unknown,0,0
A_C0203,A_U0171,2025-10-10 09:29:00,2025-10-10 20:55:00,686,0,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,0
A_C0204,A_U0166,2025-01-16 21:38:00,2025-01-16 23:58:00,140,1,product_page,lead,P0025,other_accessories,airpods_cases,unknown,0,0
A_C0205,A_U0338,2025-05-11 17:52:00,2025-05-13 16:41:00,2809,0,general_contact,vip,P0024,earphones,unknown,unknown,0,0
A_C0206,A_U0080,2025-10-18 17:57:00,2025-10-19 03:28:00,571,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
A_C0207,A_U0255,2025-09-16 17:42:00,2025-09-16 18:09:00,27,0,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,0,1
A_C0208,A_U0220,2025-07-01 09:07:00,2025-07-01 12:33:00,206,1,product_page,vip,P0054,other_accessories,phone_cases,men,1,0
A_C0209,A_U0154,2025-12-21 17:18:00,2025-12-21 20:27:00,189,0,product_page,one_time,P0059,other_accessories,phone_cases,women,0,1
A_C0210,A_U0334,2025-11-01 18:16:00,2025-11-02 17:08:00,1372,0,product_page,vip,P0016,cameras_and_accessories,unknown,unknown,1,1
A_C0211,A_U0332,2025-06-07 22:29:00,2025-06-08 02:24:00,235,0,general_contact,vip,P0021,earphones,unknown,unknown,0,0
A_C0212,A_U0164,2025-04-03 09:02:00,2025-04-04 17:50:00,1968,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0
A_C0213,A_U0225,2025-04-11 15:24:00,2025-04-11 17:14:00,110,1,product_page,one_time,P0025,other_accessories,airpods_cases,unknown,0,0
A_C0214,A_U0100,2025-09-11 21:00:00,2025-09-11 22:12:00,72,1,product_page,lead,P0023,earphones,unknown,unknown,0,1
A_C0215,A_U0297,2025-03-28 12:47:00,2025-03-29 03:03:00,856,0,general_contact,lead,P0052,other_accessories,phone_cases,cars,1,0
A_C0216,A_U0017,2025-12-12 09:44:00,2025-12-13 22:27:00,2203,0,product_page,vip,P0002,retro_consoles,caseover_console,unknown,0,1
A_C0217,A_U0062,2025-04-04 18:30:00,2025-04-05 06:03:00,693,0,product_page,vip,P0024,earphones,unknown,unknown,0,0
A_C0218,A_U0061,2025-11-26 12:31:00,2025-11-27 03:17:00,886,0,general_contact,lead,unknown,unknown,unknown,unknown,1,1
A_C0219,A_U0253,2025-03-17 20:33:00,2025-03-20 02:52:00,3259,0,general_contact,vip,P0046,other_accessories,phone_cases,personalized_cases,0,0
A_C0220,A_U0104,2025-02-03 22:43:00,2025-02-03 23:42:00,59,1,product_page,lead,P0055,other_accessories,phone_cases,men,0,0
A_C0221,A_U0072,2025-11-26 18:11:00,2025-11-26 20:27:00,136,1,product_page,lead,P0010,car_accessories,unknown,unknown,1,1
A_C0222,A_U0321,2025-01-02 14:06:00,2025-01-02 18:14:00,248,0,product_page,lead,P0043,other_accessories,phone_cases,football,1,0
A_C0223,A_U0247,2025-12-17 17:47:00,2025-12-17 17:55:00,8,0,general_contact,lead,P0003,retro_consoles,caseover_console,unknown,0,1
A_C0224,A_U0176,2025-03-13 21:21:00,2025-03-14 05:42:00,501,1,product_page,two_times,P0019,kits_and_bundles,unknown,unknown,0,0
A_C0225,A_U0310,2025-03-16 16:21:00,2025-03-16 17:20:00,59,0,general_contact,lead,P0059,other_accessories,phone_cases,women,0,0
A_C0226,A_U0287,2025-12-21 16:42:00,2025-12-21 18:50:00,128,1,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,1
A_C0227,A_U0328,2025-07-28 20:56:00,2025-07-28 21:26:00,30,1,product_page,one_time,P0049,other_accessories,phone_cases,cars,1,0
A_C0228,A_U0228,2025-05-10 15:38:00,2025-05-11 06:10:00,872,1,product_page,vip,P0034,other_accessories,chargers_and_others,unknown,0,0
A_C0229,A_U0166,2025-01-12 18:27:00,2025-01-13 01:43:00,436,0,general_contact,one_time,P0005,retro_consoles,caseover_projector,unknown,0,0
A_C0230,A_U0050,2025-12-10 12:29:00,2025-12-10 19:45:00,436,0,general_contact,one_time,P0024,earphones,unknown,unknown,0,1
A_C0231,A_U0144,2025-06-13 15:12:00,2025-06-16 04:29:00,3677,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0
A_C0232,A_U0057,2025-04-07 17:17:00,2025-04-07 19:47:00,150,0,product_page,lead,P0030,other_accessories,protection_accessories,unknown,0,0
A_C0233,A_U0021,2025-11-15 08:35:00,2025-11-15 12:25:00,230,1,product_page,two_times,P0003,retro_consoles,caseover_console,unknown,0,1
A_C0234,A_U0049,2025-04-09 13:11:00,2025-04-09 14:04:00,53,0,product_page,one_time,P0023,earphones,unknown,unknown,0,0
A_C0235,A_U0219,2025-02-07 20:39:00,2025-02-08 16:41:00,1202,0,product_page,lead,P0010,car_accessories,unknown,unknown,0,0
A_C0236,A_U0053,2025-09-02 17:41:00,2025-09-02 21:01:00,200,1,general_contact,vip,unknown,unknown,unknown,unknown,1,1
A_C0237,A_U0317,2025-04-26 09:45:00,2025-04-26 12:37:00,172,0,product_page,two_times,P0049,other_accessories,phone_cases,cars,1,0
A_C0238,A_U0160,2025-11-13 12:26:00,2025-11-14 11:30:00,1384,0,product_page,vip,P0011,car_accessories,unknown,unknown,0,1
A_C0239,A_U0150,2025-09-14 12:38:00,2025-09-16 12:39:00,2881,0,product_page,lead,P0023,earphones,unknown,unknown,0,1
A_C0240,A_U0352,2025-11-14 22:08:00,2025-11-14 22:55:00,47,1,product_page,lead,P0022,earphones,unknown,unknown,0,1
A_C0241,A_U0153,2025-04-21 16:50:00,2025-04-21 17:15:00,25,1,product_page,lead,P0015,cameras_and_accessories,unknown,unknown,0,0
A_C0242,A_U0012,2025-04-24 19:07:00,2025-04-24 19:40:00,33,0,product_page,vip,P0060,other_accessories,phone_cases,women,0,0
A_C0243,A_U0133,2025-12-09 10:45:00,2025-12-10 01:22:00,877,0,product_page,two_times,P0021,earphones,unknown,unknown,0,1
A_C0244,A_U0117,2025-12-02 19:01:00,2025-12-02 22:01:00,180,1,product_page,lead,P0021,earphones,unknown,unknown,1,1
A_C0245,A_U0281,2025-11-22 08:53:00,2025-11-23 23:25:00,2312,0,general_contact,two_times,P0043,other_accessories,phone_cases,football,0,1
A_C0246,A_U0221,2025-12-23 08:22:00,2025-12-25 09:12:00,2930,0,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,1
A_C0247,A_U0275,2025-01-27 22:13:00,2025-01-28 12:09:00,836,0,product_page,lead,P0001,retro_consoles,caseover_console,unknown,1,0
A_C0248,A_U0041,2025-02-03 08:13:00,2025-02-03 09:26:00,73,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
A_C0249,A_U0095,2025-11-07 20:39:00,2025-11-07 23:14:00,155,1,general_contact,vip,P0010,car_accessories,unknown,unknown,0,1
A_C0250,A_U0230,2025-12-16 14:01:00,2025-12-17 01:45:00,704,0,general_contact,one_time,P0010,car_accessories,unknown,unknown,0,1
A_C0251,A_U0263,2025-03-07 12:25:00,2025-03-08 01:42:00,797,0,product_page,lead,P0046,other_accessories,phone_cases,personalized_cases,0,0
A_C0252,A_U0014,2025-02-28 10:52:00,2025-02-28 11:24:00,32,1,product_page,one_time,P0024,earphones,unknown,unknown,1,0
A_C0253,A_U0014,2025-12-09 16:29:00,2025-12-10 04:53:00,744,0,product_page,two_times,P0012,car_accessories,unknown,unknown,0,1
A_C0254,A_U0078,2025-03-08 16:21:00,2025-03-08 17:25:00,64,0,product_page,lead,P0057,other_accessories,phone_cases,women,0,0
A_C0255,A_U0117,2025-11-04 13:28:00,2025-11-07 14:12:00,4364,1,product_page,two_times,P0017,kits_and_bundles,unknown,unknown,0,1
A_C0256,A_U0048,2025-12-26 20:35:00,2025-12-26 21:28:00,53,1,product_page,one_time,P0009,car_accessories,unknown,unknown,1,1
A_C0257,A_U0083,2025-04-18 21:53:00,2025-04-19 09:45:00,712,1,general_contact,vip,P0033,other_accessories,chargers_and_others,unknown,0,0
A_C0258,A_U0211,2025-04-20 14:08:00,2025-04-21 04:47:00,879,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0
A_C0259,A_U0180,2025-10-10 12:29:00,2025-10-10 15:32:00,183,1,product_page,vip,P0040,other_accessories,phone_cases,all_phone_cases,0,0
A_C0260,A_U0306,2025-01-28 13:04:00,2025-01-30 15:21:00,3017,0,product_page,vip,P0011,car_accessories,unknown,unknown,1,0
A_C0261,A_U0074,2025-04-23 10:35:00,2025-04-23 18:11:00,456,0,general_contact,lead,P0007,retro_consoles,caseover_projector,unknown,0,0
A_C0262,A_U0317,2025-07-24 21:09:00,2025-07-25 10:39:00,810,1,product_page,vip,P0042,other_accessories,phone_cases,football,0,0
A_C0263,A_U0112,2025-10-28 11:24:00,2025-10-28 15:06:00,222,1,general_contact,two_times,unknown,unknown,unknown,unknown,1,0
A_C0264,A_U0066,2025-07-18 17:39:00,2025-07-18 18:10:00,31,0,product_page,one_time,P0020,kits_and_bundles,unknown,unknown,0,0
A_C0265,A_U0299,2025-08-21 21:50:00,2025-08-22 13:12:00,922,1,product_page,two_times,P0034,other_accessories,chargers_and_others,unknown,0,0
A_C0266,A_U0130,2025-03-07 22:57:00,2025-03-08 01:35:00,158,1,general_contact,lead,P0008,retro_consoles,caseover_projector,unknown,0,0
A_C0267,A_U0087,2025-10-09 16:15:00,2025-10-10 03:22:00,667,1,general_contact,lead,P0025,other_accessories,airpods_cases,unknown,0,0
A_C0268,A_U0347,2025-02-22 14:35:00,2025-02-22 14:57:00,22,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0
A_C0269,A_U0073,2025-12-13 09:08:00,2025-12-14 01:54:00,1006,1,product_page,vip,P0054,other_accessories,phone_cases,men,0,1
A_C0270,A_U0058,2025-09-05 16:43:00,2025-09-05 17:33:00,50,1,product_page,vip,P0035,other_accessories,chargers_and_others,unknown,0,1
A_C0271,A_U0159,2025-09-12 21:52:00,2025-09-13 07:52:00,600,0,product_page,lead,P0034,other_accessories,chargers_and_others,unknown,0,1
A_C0272,A_U0108,2025-12-27 13:36:00,2025-12-28 12:05:00,1349,0,general_contact,one_time,P0014,cameras_and_accessories,unknown,unknown,1,1
A_C0273,A_U0150,2025-11-05 17:01:00,2025-11-05 17:20:00,19,1,general_contact,lead,P0008,retro_consoles,caseover_projector,unknown,0,1
A_C0274,A_U0167,2025-09-02 08:38:00,2025-09-02 09:01:00,23,1,product_page,vip,P0001,retro_consoles,caseover_console,unknown,1,1
A_C0275,A_U0204,2025-07-15 18:28:00,2025-07-15 18:36:00,8,1,product_page,one_time,P0023,earphones,unknown,unknown,0,0
A_C0276,A_U0141,2025-05-25 18:39:00,2025-05-26 06:32:00,713,0,general_contact,one_time,unknown,unknown,unknown,unknown,1,0
A_C0277,A_U0134,2025-04-28 12:14:00,2025-04-28 22:04:00,590,1,product_page,vip,P0020,kits_and_bundles,unknown,unknown,1,0
A_C0278,A_U0133,2025-01-09 17:55:00,2025-01-09 21:57:00,242,0,product_page,vip,P0002,retro_consoles,caseover_console,unknown,0,0
A_C0279,A_U0148,2025-03-02 14:20:00,2025-03-02 16:34:00,134,0,general_contact,lead,P0056,other_accessories,phone_cases,men,1,0
A_C0280,A_U0296,2025-12-23 16:07:00,2025-12-24 13:05:00,1258,0,product_page,two_times,P0023,earphones,unknown,unknown,0,1
A_C0281,A_U0249,2025-05-16 16:36:00,2025-05-16 16:59:00,23,1,general_contact,one_time,P0022,earphones,unknown,unknown,0,0
A_C0282,A_U0125,2025-11-04 20:46:00,2025-11-05 07:04:00,618,1,product_page,one_time,P0011,car_accessories,unknown,unknown,0,1
A_C0283,A_U0256,2025-11-17 17:34:00,2025-11-17 21:30:00,236,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1
A_C0284,A_U0176,2025-12-03 21:06:00,2025-12-03 21:15:00,9,1,general_contact,two_times,unknown,unknown,unknown,unknown,0,1
A_C0285,A_U0064,2025-09-25 14:05:00,2025-09-28 20:36:00,4711,0,product_page,one_time,P0013,cameras_and_accessories,unknown,unknown,1,1
A_C0286,A_U0183,2025-02-18 22:14:00,2025-02-20 02:59:00,1725,0,general_contact,two_times,P0006,retro_consoles,caseover_projector,unknown,0,0
A_C0287,A_U0087,2025-11-12 13:23:00,2025-11-12 16:35:00,192,1,general_contact,lead,P0019,kits_and_bundles,unknown,unknown,0,1
A_C0288,A_U0076,2025-10-05 16:27:00,2025-10-06 23:59:00,1892,0,general_contact,lead,P0010,car_accessories,unknown,unknown,0,0
A_C0289,A_U0275,2025-02-11 13:44:00,2025-02-11 16:58:00,194,0,product_page,one_time,P0023,earphones,unknown,unknown,0,0
A_C0290,A_U0255,2025-09-20 21:05:00,2025-09-21 00:30:00,205,1,product_page,one_time,P0001,retro_consoles,caseover_console,unknown,0,1
A_C0291,A_U0310,2025-01-12 19:02:00,2025-01-14 14:16:00,2594,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0
A_C0292,A_U0314,2025-05-16 19:37:00,2025-05-18 21:33:00,2996,0,product_page,vip,P0019,kits_and_bundles,unknown,unknown,0,0
A_C0293,A_U0058,2025-10-12 16:27:00,2025-10-15 16:15:00,4308,0,general_contact,vip,P0012,car_accessories,unknown,unknown,0,0
A_C0294,A_U0116,2025-11-26 17:48:00,2025-11-26 18:23:00,35,1,product_page,one_time,P0010,car_accessories,unknown,unknown,1,1
A_C0295,A_U0071,2025-04-07 09:44:00,2025-04-07 10:35:00,51,1,general_contact,lead,unknown,unknown,unknown,unknown,0,0
A_C0296,A_U0213,2025-07-16 14:57:00,2025-07-16 15:12:00,15,1,product_page,lead,P0004,retro_consoles,caseover_console,unknown,0,0
A_C0297,A_U0052,2025-09-09 08:26:00,2025-09-09 09:55:00,89,1,product_page,vip,P0036,other_accessories,chargers_and_others,unknown,0,1
A_C0298,A_U0287,2025-12-21 12:14:00,2025-12-21 12:56:00,42,1,product_page,lead,P0011,car_accessories,unknown,unknown,0,1
A_C0299,A_U0264,2025-11-02 21:53:00,2025-11-02 22:58:00,65,1,product_page,lead,P0037,other_accessories,phone_cases,all_phone_cases,1,1
A_C0300,A_U0228,2025-11-07 15:31:00,2025-11-07 16:16:00,45,1,general_contact,lead,P0018,kits_and_bundles,unknown,unknown,0,1
A_C0301,A_U0105,2025-12-24 12:29:00,2025-12-24 15:32:00,183,1,product_page,vip,P0011,car_accessories,unknown,unknown,0,1
A_C0302,A_U0162,2025-09-20 17:31:00,2025-09-21 02:50:00,559,1,product_page,two_times,P0005,retro_consoles,caseover_projector,unknown,0,1
A_C0303,A_U0170,2025-05-08 10:06:00,2025-05-08 16:02:00,356,1,general_contact,two_times,P0023,earphones,unknown,unknown,0,0
A_C0304,A_U0225,2025-10-25 17:54:00,2025-10-26 07:48:00,834,0,product_page,lead,P0004,retro_consoles,caseover_console,unknown,1,0
A_C0305,A_U0048,2025-10-03 13:25:00,2025-10-04 10:41:00,1276,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
A_C0306,A_U0145,2025-11-15 20:14:00,2025-11-16 11:16:00,902,0,product_page,lead,P0007,retro_consoles,caseover_projector,unknown,0,1
A_C0307,A_U0123,2025-02-16 16:37:00,2025-02-16 17:38:00,61,0,general_contact,one_time,P0048,other_accessories,phone_cases,personalized_cases,0,0
A_C0308,A_U0122,2025-11-23 22:07:00,2025-11-23 22:38:00,31,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,1
A_C0309,A_U0290,2025-01-19 10:17:00,2025-01-21 11:29:00,2952,0,product_page,two_times,P0042,other_accessories,phone_cases,football,0,0
A_C0310,A_U0319,2025-03-14 18:40:00,2025-03-14 20:46:00,126,1,product_page,two_times,P0024,earphones,unknown,unknown,0,0
A_C0311,A_U0049,2025-12-16 10:40:00,2025-12-16 13:00:00,140,1,product_page,lead,P0028,other_accessories,airpods_cases,unknown,0,1
A_C0312,A_U0009,2025-08-13 10:48:00,2025-08-13 17:24:00,396,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,0,0
A_C0313,A_U0204,2025-07-03 19:56:00,2025-07-03 23:31:00,215,1,product_page,vip,P0020,kits_and_bundles,unknown,unknown,0,0
A_C0314,A_U0230,2025-12-01 17:37:00,2025-12-05 00:43:00,4746,1,general_contact,vip,unknown,unknown,unknown,unknown,1,1
A_C0315,A_U0180,2025-07-28 13:59:00,2025-07-30 05:09:00,2350,1,product_page,two_times,P0008,retro_consoles,caseover_projector,unknown,1,0
A_C0316,A_U0298,2025-05-06 10:46:00,2025-05-06 12:19:00,93,0,product_page,one_time,P0060,other_accessories,phone_cases,women,0,0
A_C0317,A_U0332,2025-08-06 11:10:00,2025-08-06 11:46:00,36,1,product_page,vip,P0037,other_accessories,phone_cases,all_phone_cases,0,0
A_C0318,A_U0309,2025-04-16 10:08:00,2025-04-16 12:01:00,113,1,product_page,one_time,P0024,earphones,unknown,unknown,0,0
A_C0319,A_U0270,2025-10-12 09:21:00,2025-10-16 00:18:00,5217,0,product_page,one_time,P0024,earphones,unknown,unknown,0,0
A_C0320,A_U0152,2025-09-08 15:24:00,2025-09-08 20:54:00,330,0,product_page,lead,P0023,earphones,unknown,unknown,0,1
A_C0321,A_U0189,2025-10-25 16:10:00,2025-10-25 23:40:00,450,0,product_page,two_times,P0039,other_accessories,phone_cases,all_phone_cases,1,0
A_C0322,A_U0076,2025-07-18 11:40:00,2025-07-18 16:21:00,281,1,general_contact,lead,P0050,other_accessories,phone_cases,cars,0,0
A_C0323,A_U0336,2025-11-06 17:57:00,2025-11-07 15:52:00,1315,1,product_page,two_times,P0008,retro_consoles,caseover_projector,unknown,0,1
A_C0324,A_U0316,2025-11-20 20:04:00,2025-11-21 16:01:00,1197,0,general_contact,vip,P0021,earphones,unknown,unknown,0,1
A_C0325,A_U0163,2025-08-21 14:40:00,2025-08-24 21:16:00,4716,1,general_contact,lead,P0045,other_accessories,phone_cases,personalized_cases,0,0
A_C0326,A_U0221,2025-05-03 22:15:00,2025-05-04 09:08:00,653,0,general_contact,lead,P0015,cameras_and_accessories,unknown,unknown,0,0
A_C0327,A_U0178,2025-10-26 09:04:00,2025-10-28 22:58:00,3714,0,product_page,lead,P0042,other_accessories,phone_cases,football,1,0
A_C0328,A_U0196,2025-09-24 11:30:00,2025-09-24 18:38:00,428,0,product_page,vip,P0028,other_accessories,airpods_cases,unknown,0,1
A_C0329,A_U0279,2025-07-11 17:55:00,2025-07-14 13:55:00,4080,0,product_page,lead,P0011,car_accessories,unknown,unknown,0,0
A_C0330,A_U0331,2025-11-08 13:45:00,2025-11-11 09:11:00,4046,0,product_page,vip,P0023,earphones,unknown,unknown,0,1
A_C0331,A_U0270,2025-02-21 15:34:00,2025-02-21 15:43:00,9,1,product_page,one_time,P0024,earphones,unknown,unknown,0,0
A_C0332,A_U0125,2025-06-01 13:15:00,2025-06-01 20:45:00,450,1,product_page,one_time,P0007,retro_consoles,caseover_projector,unknown,1,0
A_C0333,A_U0268,2025-11-18 19:01:00,2025-11-22 03:57:00,4856,0,general_contact,vip,unknown,unknown,unknown,unknown,0,1
A_C0334,A_U0228,2025-03-06 19:00:00,2025-03-06 21:22:00,142,1,product_page,lead,P0041,other_accessories,phone_cases,football,0,0
A_C0335,A_U0090,2025-11-23 10:41:00,2025-11-23 11:39:00,58,1,product_page,vip,P0012,car_accessories,unknown,unknown,0,1
A_C0336,A_U0250,2025-01-10 08:23:00,2025-01-10 09:23:00,60,1,product_page,vip,P0020,kits_and_bundles,unknown,unknown,0,0
A_C0337,A_U0145,2025-04-17 19:09:00,2025-04-18 09:30:00,861,0,product_page,lead,P0001,retro_consoles,caseover_console,unknown,0,0
A_C0338,A_U0244,2025-11-07 15:54:00,2025-11-07 20:12:00,258,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,0,1
A_C0339,A_U0218,2025-01-02 22:19:00,2025-01-03 00:44:00,145,0,product_page,one_time,P0021,earphones,unknown,unknown,1,0
A_C0340,A_U0152,2025-08-12 10:26:00,2025-08-14 01:23:00,2337,0,product_page,vip,P0029,other_accessories,protection_accessories,unknown,0,0
A_C0341,A_U0073,2025-03-07 20:53:00,2025-03-07 21:22:00,29,1,product_page,one_time,P0058,other_accessories,phone_cases,women,0,0
A_C0342,A_U0001,2025-02-27 12:59:00,2025-02-27 23:36:00,637,0,product_page,lead,P0017,kits_and_bundles,unknown,unknown,1,0
A_C0343,A_U0265,2025-09-21 20:10:00,2025-09-22 05:10:00,540,1,product_page,two_times,P0020,kits_and_bundles,unknown,unknown,0,1
A_C0344,A_U0236,2025-11-26 22:00:00,2025-11-27 06:56:00,536,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,1,1
A_C0345,A_U0282,2025-12-14 12:16:00,2025-12-15 04:01:00,945,1,product_page,one_time,P0016,cameras_and_accessories,unknown,unknown,0,1
A_C0346,A_U0076,2025-10-19 11:12:00,2025-10-21 14:45:00,3093,0,product_page,lead,P0021,earphones,unknown,unknown,0,0
A_C0347,A_U0092,2025-05-28 16:43:00,2025-05-29 07:38:00,895,1,product_page,vip,P0028,other_accessories,airpods_cases,unknown,1,0
A_C0348,A_U0357,2025-01-22 15:34:00,2025-01-22 18:10:00,156,1,product_page,two_times,P0019,kits_and_bundles,unknown,unknown,0,0
A_C0349,A_U0019,2025-12-11 10:20:00,2025-12-11 11:11:00,51,0,product_page,vip,P0024,earphones,unknown,unknown,0,1
A_C0350,A_U0104,2025-07-02 08:17:00,2025-07-05 19:36:00,4999,0,product_page,vip,P0025,other_accessories,airpods_cases,unknown,1,0
A_C0351,A_U0060,2025-07-20 09:33:00,2025-07-23 18:52:00,4879,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
A_C0352,A_U0178,2025-12-06 20:46:00,2025-12-06 23:48:00,182,0,product_page,lead,P0009,car_accessories,unknown,unknown,0,1
A_C0353,A_U0092,2025-02-27 08:26:00,2025-02-27 12:11:00,225,1,product_page,lead,P0020,kits_and_bundles,unknown,unknown,1,0
A_C0354,A_U0113,2025-12-14 22:59:00,2025-12-16 18:57:00,2638,0,product_page,vip,P0020,kits_and_bundles,unknown,unknown,0,1
A_C0355,A_U0325,2025-06-06 12:05:00,2025-06-06 13:55:00,110,1,product_page,lead,P0010,car_accessories,unknown,unknown,0,0
A_C0356,A_U0325,2025-10-17 13:04:00,2025-10-18 21:10:00,1926,0,product_page,vip,P0024,earphones,unknown,unknown,0,0
A_C0357,A_U0048,2025-10-19 14:28:00,2025-10-19 15:20:00,52,1,product_page,lead,P0015,cameras_and_accessories,unknown,unknown,0,0
A_C0358,A_U0320,2025-11-25 19:07:00,2025-11-25 22:55:00,228,1,product_page,vip,P0016,cameras_and_accessories,unknown,unknown,1,1
A_C0359,A_U0229,2025-06-18 13:43:00,2025-06-18 15:35:00,112,0,product_page,one_time,P0037,other_accessories,phone_cases,all_phone_cases,0,0
A_C0360,A_U0042,2025-05-01 10:03:00,2025-05-03 01:07:00,2344,1,product_page,vip,P0005,retro_consoles,caseover_projector,unknown,1,0
A_C0361,A_U0048,2025-07-02 16:45:00,2025-07-03 22:03:00,1758,0,product_page,one_time,P0009,car_accessories,unknown,unknown,1,0
A_C0362,A_U0309,2025-11-21 18:13:00,2025-11-21 19:05:00,52,1,product_page,one_time,P0008,retro_consoles,caseover_projector,unknown,0,1
A_C0363,A_U0311,2025-11-21 12:42:00,2025-11-21 16:08:00,206,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,1
A_C0364,A_U0058,2025-11-16 19:57:00,2025-11-16 20:11:00,14,0,product_page,lead,P0015,cameras_and_accessories,unknown,unknown,0,1
A_C0365,A_U0158,2025-04-01 16:30:00,2025-04-01 17:09:00,39,1,product_page,two_times,P0023,earphones,unknown,unknown,1,0
A_C0366,A_U0360,2025-04-13 16:31:00,2025-04-13 16:38:00,7,1,general_contact,vip,P0049,other_accessories,phone_cases,cars,0,0
A_C0367,A_U0280,2025-10-05 17:01:00,2025-10-05 23:16:00,375,1,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,0
A_C0368,A_U0161,2025-09-10 12:58:00,2025-09-10 23:57:00,659,1,product_page,two_times,P0012,car_accessories,unknown,unknown,0,1
A_C0369,A_U0004,2025-11-23 21:52:00,2025-11-24 05:35:00,463,0,general_contact,one_time,P0012,car_accessories,unknown,unknown,0,1
A_C0370,A_U0311,2025-10-21 10:15:00,2025-10-21 11:06:00,51,1,general_contact,vip,unknown,unknown,unknown,unknown,0,0
A_C0371,A_U0243,2025-03-04 21:08:00,2025-03-05 14:31:00,1043,0,general_contact,lead,P0053,other_accessories,phone_cases,men,0,0
A_C0372,A_U0080,2025-04-21 17:58:00,2025-04-24 22:54:00,4616,1,product_page,vip,P0003,retro_consoles,caseover_console,unknown,0,0
A_C0373,A_U0033,2025-12-20 21:25:00,2025-12-21 08:32:00,667,0,product_page,one_time,P0041,other_accessories,phone_cases,football,0,1
A_C0374,A_U0138,2025-03-12 08:36:00,2025-03-12 16:04:00,448,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0
A_C0375,A_U0033,2025-01-26 22:34:00,2025-01-27 00:51:00,137,1,product_page,vip,P0032,other_accessories,protection_accessories,unknown,1,0
A_C0376,A_U0317,2025-11-11 09:59:00,2025-11-11 12:55:00,176,0,product_page,lead,P0034,other_accessories,chargers_and_others,unknown,0,1
A_C0377,A_U0268,2025-02-25 12:47:00,2025-02-25 13:08:00,21,1,product_page,vip,P0008,retro_consoles,caseover_projector,unknown,1,0
A_C0378,A_U0029,2025-04-06 18:55:00,2025-04-06 20:57:00,122,1,product_page,two_times,P0014,cameras_and_accessories,unknown,unknown,0,0
