contact_id,customer_id,contact_datetime,first_response_datetime,response_time_min,converted,contact_source_type,customer_type,product_id,product_category,product_subcategory,product_collection,is_payday_period,is_peak_season,month,day_of_month,day_of_week,hour_of_day,fast_response_24h
C_C00962,C_U0733,2025-05-27 08:03:00,2025-05-27 08:43:00,40,0,product_page,one_time,P0032,other_accessories,protection_accessories,unknown,1,0,5,27,1,8,1
C_C00963,C_U1444,2025-11-20 08:27:00,2025-11-20 11:22:00,175,1,product_page,vip,P0045,other_accessories,phone_cases,personalized_cases,0,1,11,20,3,8,1
C_C00964,C_U1255,2025-11-25 21:17:00,2025-11-27 00:28:00,1631,0,product_page,lead,P0021,earphones,unknown,unknown,1,1,11,25,1,21,0
C_C00965,C_U1498,2025-08-22 16:54:00,2025-08-23 00:38:00,464,0,product_page,one_time,P0021,earphones,unknown,unknown,0,0,8,22,4,16,1
C_C00966,C_U0397,2025-11-19 13:52:00,2025-11-20 16:07:00,1575,1,product_page,vip,P0022,earphones,unknown,unknown,0,1,11,19,2,13,0
C_C00967,C_U2164,2025-11-15 18:21:00,2025-11-15 18:38:00,17,1,product_page,vip,P0018,kits_and_bundles,unknown,unknown,0,1,11,15,5,18,1
C_C00968,C_U1988,2025-09-27 12:48:00,2025-09-27 14:18:00,90,1,general_contact,two_times,unknown,unknown,unknown,unknown,1,1,9,27,5,12,1
C_C00969,C_U0488,2025-09-20 19:18:00,2025-09-20 21:27:00,129,0,product_page,one_time,P0037,other_accessories,phone_cases,all_phone_cases,0,1,9,20,5,19,1
C_C00970,C_U0488,2025-11-18 18:52:00,2025-11-20 03:53:00,1981,1,product_page,vip,P0034,other_accessories,chargers_and_others,unknown,0,1,11,18,1,18,0
C_C00971,C_U2509,2025-03-21 08:14:00,2025-03-23 02:53:00,2559,0,general_contact,vip,P0024,earphones,unknown,unknown,0,0,3,21,4,8,0
C_C00972,C_U0909,2025-11-03 15:39:00,2025-11-03 18:42:00,183,1,product_page,one_time,P0020,kits_and_bundles,unknown,unknown,0,1,11,3,0,15,1
C_C00973,C_U1810,2025-02-23 09:41:00,2025-02-24 03:32:00,1071,0,product_page,two_times,P0009,car_accessories,unknown,unknown,0,0,2,23,6,9,1
C_C00974,C_U1218,2025-07-29 15:00:00,2025-08-02 02:34:00,5014,1,product_page,lead,P0020,kits_and_bundles,unknown,unknown,1,0,7,29,1,15,0
C_C00975,C_U1806,2025-10-12 12:22:00,2025-10-14 06:43:00,2541,1,product_page,one_time,P0040,other_accessories,phone_cases,all_phone_cases,0,0,10,12,6,12,0
C_C00976,C_U0579,2025-06-20 18:17:00,2025-06-20 19:14:00,57,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,0,6,20,4,18,1
C_C00977,C_U0273,2025-12-28 18:14:00,2025-12-31 03:42:00,3448,1,product_page,lead,P0021,earphones,unknown,unknown,1,1,12,28,6,18,0
C_C00978,C_U0848,2025-11-02 08:55:00,2025-11-02 09:32:00,37,1,product_page,one_time,P0012,car_accessories,unknown,unknown,1,1,11,2,6,8,1
C_C00979,C_U2604,2025-01-28 17:42:00,2025-01-28 17:49:00,7,0,general_contact,vip,unknown,unknown,unknown,unknown,1,0,1,28,1,17,1
C_C00980,C_U1797,2025-06-06 15:01:00,2025-06-07 09:19:00,1098,1,general_contact,lead,unknown,unknown,unknown,unknown,0,0,6,6,4,15,1
C_C00981,C_U0709,2025-04-19 18:18:00,2025-04-20 14:43:00,1225,0,product_page,two_times,P0018,kits_and_bundles,unknown,unknown,0,0,4,19,5,18,1
C_C00982,C_U1612,2025-12-22 19:04:00,2025-12-25 05:36:00,3512,0,product_page,vip,P0019,kits_and_bundles,unknown,unknown,0,1,12,22,0,19,0
C_C00983,C_U1955,2025-05-12 11:56:00,2025-05-14 12:27:00,2911,1,product_page,one_time,P0002,retro_consoles,caseover_console,unknown,0,0,5,12,0,11,0
C_C00984,C_U0938,2025-04-24 22:12:00,2025-04-26 23:51:00,2979,1,product_page,vip,P0024,earphones,unknown,unknown,0,0,4,24,3,22,0
C_C00985,C_U1183,2025-09-27 16:07:00,2025-09-27 16:37:00,30,0,product_page,vip,P0008,retro_consoles,caseover_projector,unknown,1,1,9,27,5,16,1
C_C00986,C_U2071,2025-10-17 14:35:00,2025-10-19 08:06:00,2491,1,product_page,vip,P0003,retro_consoles,caseover_console,unknown,0,0,10,17,4,14,0
C_C00987,C_U2097,2025-11-16 12:56:00,2025-11-17 11:00:00,1324,1,product_page,lead,P0041,other_accessories,phone_cases,football,0,1,11,16,6,12,1
C_C00988,C_U1033,2025-09-18 09:35:00,2025-09-18 09:42:00,7,1,product_page,lead,P0058,other_accessories,phone_cases,women,0,1,9,18,3,9,1
C_C00989,C_U2107,2025-01-19 16:01:00,2025-01-21 09:10:00,2469,1,product_page,vip,P0014,cameras_and_accessories,unknown,unknown,0,0,1,19,6,16,0
C_C00990,C_U0744,2025-07-05 21:14:00,2025-07-07 00:05:00,1611,0,product_page,one_time,P0010,car_accessories,unknown,unknown,0,0,7,5,5,21,0
C_C00991,C_U1700,2025-10-03 22:55:00,2025-10-04 01:58:00,183,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,10,3,4,22,1
C_C00992,C_U0468,2025-12-24 10:33:00,2025-12-24 11:27:00,54,1,product_page,vip,P0001,retro_consoles,caseover_console,unknown,0,1,12,24,2,10,1
C_C00993,C_U1058,2025-12-14 13:39:00,2025-12-14 19:14:00,335,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,1,12,14,6,13,1
C_C00994,C_U1803,2025-04-25 15:34:00,2025-04-26 06:51:00,917,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0,4,25,4,15,1
C_C00995,C_U2354,2025-08-11 16:12:00,2025-08-12 20:11:00,1679,1,product_page,lead,P0021,earphones,unknown,unknown,0,0,8,11,0,16,0
C_C00996,C_U2144,2025-12-23 10:59:00,2025-12-24 03:26:00,987,1,product_page,one_time,P0058,other_accessories,phone_cases,women,0,1,12,23,1,10,1
C_C00997,C_U2724,2025-05-30 14:25:00,2025-05-30 19:12:00,287,0,general_contact,one_time,P0022,earphones,unknown,unknown,1,0,5,30,4,14,1
C_C00998,C_U0736,2025-11-01 19:22:00,2025-11-01 19:49:00,27,1,product_page,lead,P0012,car_accessories,unknown,unknown,1,1,11,1,5,19,1
C_C00999,C_U2673,2025-06-14 13:17:00,2025-06-14 18:20:00,303,1,product_page,lead,P0021,earphones,unknown,unknown,0,0,6,14,5,13,1
C_C01000,C_U2126,2025-01-28 14:04:00,2025-01-29 10:51:00,1247,1,product_page,vip,P0002,retro_consoles,caseover_console,unknown,1,0,1,28,1,14,1
C_C01001,C_U0724,2025-12-24 08:49:00,2025-12-27 21:19:00,5070,0,general_contact,lead,P0024,earphones,unknown,unknown,0,1,12,24,2,8,0
C_C01002,C_U1399,2025-12-08 20:53:00,2025-12-09 04:50:00,477,0,general_contact,lead,unknown,unknown,unknown,unknown,0,1,12,8,0,20,1
C_C01003,C_U2047,2025-12-10 11:01:00,2025-12-10 17:53:00,412,1,product_page,two_times,P0024,earphones,unknown,unknown,0,1,12,10,2,11,1
C_C01004,C_U0352,2025-06-08 17:37:00,2025-06-08 22:53:00,316,1,product_page,one_time,P0010,car_accessories,unknown,unknown,0,0,6,8,6,17,1
C_C01005,C_U1989,2025-09-03 20:17:00,2025-09-04 05:34:00,557,1,product_page,one_time,P0032,other_accessories,protection_accessories,unknown,0,1,9,3,2,20,1
C_C01006,C_U2591,2025-04-29 21:11:00,2025-04-29 21:21:00,10,0,general_contact,one_time,P0043,other_accessories,phone_cases,football,1,0,4,29,1,21,1
C_C01007,C_U2496,2025-10-07 17:21:00,2025-10-10 23:11:00,4670,0,product_page,one_time,P0008,retro_consoles,caseover_projector,unknown,0,0,10,7,1,17,0
C_C01008,C_U2140,2025-02-17 19:32:00,2025-02-18 02:03:00,391,0,product_page,vip,P0055,other_accessories,phone_cases,men,0,0,2,17,0,19,1
C_C01009,C_U1769,2025-03-14 19:06:00,2025-03-16 18:00:00,2814,0,product_page,vip,P0039,other_accessories,phone_cases,all_phone_cases,0,0,3,14,4,19,0
C_C01010,C_U0340,2025-03-31 14:29:00,2025-03-31 18:20:00,231,1,product_page,one_time,P0024,earphones,unknown,unknown,1,0,3,31,0,14,1
C_C01011,C_U2594,2025-08-09 15:35:00,2025-08-10 00:29:00,534,0,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,0,8,9,5,15,1
C_C01012,C_U0733,2025-02-14 10:46:00,2025-02-16 15:46:00,3180,0,product_page,one_time,P0028,other_accessories,airpods_cases,unknown,0,0,2,14,4,10,0
C_C01013,C_U1657,2025-10-05 22:27:00,2025-10-05 23:43:00,76,0,product_page,vip,P0017,kits_and_bundles,unknown,unknown,0,0,10,5,6,22,1
C_C01014,C_U0674,2025-01-31 19:53:00,2025-02-01 04:04:00,491,1,product_page,lead,P0009,car_accessories,unknown,unknown,1,0,1,31,4,19,1
C_C01015,C_U1687,2025-04-11 16:34:00,2025-04-14 02:06:00,3452,0,product_page,lead,P0005,retro_consoles,caseover_projector,unknown,0,0,4,11,4,16,0
C_C01016,C_U1815,2025-06-28 13:22:00,2025-07-02 06:13:00,5331,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0,6,28,5,13,0
C_C01017,C_U0126,2025-11-07 08:50:00,2025-11-08 01:59:00,1029,0,product_page,vip,P0024,earphones,unknown,unknown,0,1,11,7,4,8,1
C_C01018,C_U0537,2025-04-23 18:06:00,2025-04-24 14:11:00,1205,1,product_page,two_times,P0060,other_accessories,phone_cases,women,0,0,4,23,2,18,1
C_C01019,C_U2263,2025-07-01 17:37:00,2025-07-01 20:02:00,145,1,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,1,0,7,1,1,17,1
C_C01020,C_U1427,2025-12-15 11:34:00,2025-12-15 17:59:00,385,1,product_page,two_times,P0019,kits_and_bundles,unknown,unknown,0,1,12,15,0,11,1
C_C01021,C_U2707,2025-07-18 16:51:00,2025-07-19 13:13:00,1222,0,product_page,two_times,P0041,other_accessories,phone_cases,football,0,0,7,18,4,16,1
C_C01022,C_U0006,2025-06-07 17:31:00,2025-06-10 07:38:00,3727,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,6,7,5,17,0
C_C01023,C_U2089,2025-09-29 15:50:00,2025-09-30 01:57:00,607,1,general_contact,one_time,unknown,unknown,unknown,unknown,1,1,9,29,0,15,1
C_C01024,C_U0489,2025-11-29 21:52:00,2025-11-30 07:08:00,556,0,product_page,lead,P0007,retro_consoles,caseover_projector,unknown,1,1,11,29,5,21,1
C_C01025,C_U1814,2025-10-02 17:15:00,2025-10-02 18:39:00,84,1,general_contact,two_times,P0018,kits_and_bundles,unknown,unknown,1,0,10,2,3,17,1
C_C01026,C_U1375,2025-12-20 12:32:00,2025-12-20 14:01:00,89,0,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,1,12,20,5,12,1
C_C01027,C_U0079,2025-02-04 11:25:00,2025-02-04 11:42:00,17,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,2,4,1,11,1
C_C01028,C_U2619,2025-03-03 13:56:00,2025-03-07 12:41:00,5685,0,product_page,lead,P0049,other_accessories,phone_cases,cars,0,0,3,3,0,13,0
C_C01029,C_U2477,2025-01-25 09:35:00,2025-01-26 05:00:00,1165,0,product_page,lead,P0001,retro_consoles,caseover_console,unknown,1,0,1,25,5,9,1
C_C01030,C_U1924,2025-04-23 18:35:00,2025-04-23 20:18:00,103,0,general_contact,two_times,P0016,cameras_and_accessories,unknown,unknown,0,0,4,23,2,18,1
C_C01031,C_U0108,2025-05-09 17:42:00,2025-05-09 22:05:00,263,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,5,9,4,17,1
C_C01032,C_U2291,2025-03-13 11:20:00,2025-03-14 23:35:00,2175,0,general_contact,lead,P0012,car_accessories,unknown,unknown,0,0,3,13,3,11,0
C_C01033,C_U2691,2025-06-26 08:44:00,2025-06-27 06:29:00,1305,0,product_page,one_time,P0019,kits_and_bundles,unknown,unknown,1,0,6,26,3,8,1
C_C01034,C_U1399,2025-11-15 21:14:00,2025-11-16 05:32:00,498,1,product_page,vip,P0024,earphones,unknown,unknown,0,1,11,15,5,21,1
C_C01035,C_U0709,2025-01-12 11:31:00,2025-01-13 12:35:00,1504,1,product_page,two_times,P0003,retro_consoles,caseover_console,unknown,0,0,1,12,6,11,0
C_C01036,C_U0544,2025-12-24 11:21:00,2025-12-24 13:16:00,115,0,general_contact,lead,P0023,earphones,unknown,unknown,0,1,12,24,2,11,1
C_C01037,C_U1226,2025-09-22 11:53:00,2025-09-22 13:33:00,100,0,product_page,one_time,P0031,other_accessories,protection_accessories,unknown,0,1,9,22,0,11,1
C_C01038,C_U1790,2025-11-09 08:52:00,2025-11-10 04:19:00,1167,1,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,1,11,9,6,8,1
C_C01039,C_U0610,2025-03-18 19:18:00,2025-03-20 09:59:00,2321,1,general_contact,lead,P0004,retro_consoles,caseover_console,unknown,0,0,3,18,1,19,0
C_C01040,C_U1707,2025-12-23 20:05:00,2025-12-26 21:54:00,4429,1,product_page,two_times,P0016,cameras_and_accessories,unknown,unknown,0,1,12,23,1,20,0
C_C01041,C_U2531,2025-12-24 13:01:00,2025-12-24 13:48:00,47,0,product_page,one_time,P0004,retro_consoles,caseover_console,unknown,0,1,12,24,2,13,1
C_C01042,C_U2346,2025-06-03 18:48:00,2025-06-03 22:07:00,199,0,product_page,lead,P0003,retro_consoles,caseover_console,unknown,0,0,6,3,1,18,1
C_C01043,C_U0088,2025-02-27 17:51:00,2025-03-03 15:48:00,5637,1,general_contact,lead,unknown,unknown,unknown,unknown,1,0,2,27,3,17,0
C_C01044,C_U0613,2025-03-29 17:11:00,2025-03-30 05:03:00,712,0,product_page,two_times,P0018,kits_and_bundles,unknown,unknown,1,0,3,29,5,17,1
C_C01045,C_U0961,2025-12-22 10:37:00,2025-12-22 18:37:00,480,1,product_page,lead,P0021,earphones,unknown,unknown,0,1,12,22,0,10,1
C_C01046,C_U0682,2025-11-08 18:12:00,2025-11-09 16:25:00,1333,1,general_contact,lead,P0021,earphones,unknown,unknown,0,1,11,8,5,18,1
C_C01047,C_U0014,2025-11-18 21:32:00,2025-11-19 02:08:00,276,1,product_page,lead,P0001,retro_consoles,caseover_console,unknown,0,1,11,18,1,21,1
C_C01048,C_U1273,2025-07-28 14:58:00,2025-07-28 17:29:00,151,1,product_page,lead,P0001,retro_consoles,caseover_console,unknown,1,0,7,28,0,14,1
C_C01049,C_U2393,2025-05-03 15:38:00,2025-05-06 08:52:00,3914,0,product_page,lead,P0036,other_accessories,chargers_and_others,unknown,0,0,5,3,5,15,0
C_C01050,C_U2451,2025-01-29 20:56:00,2025-01-30 07:34:00,638,1,product_page,two_times,P0009,car_accessories,unknown,unknown,1,0,1,29,2,20,1
C_C01051,C_U1129,2025-09-10 21:19:00,2025-09-11 05:30:00,491,1,product_page,two_times,P0052,other_accessories,phone_cases,cars,0,1,9,10,2,21,1
C_C01052,C_U2191,2025-12-15 10:57:00,2025-12-15 14:34:00,217,1,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,1,12,15,0,10,1
C_C01053,C_U2270,2025-06-03 20:20:00,2025-06-03 20:43:00,23,0,product_page,lead,P0009,car_accessories,unknown,unknown,0,0,6,3,1,20,1
C_C01054,C_U2590,2025-01-17 20:31:00,2025-01-21 19:03:00,5672,1,product_page,two_times,P0024,earphones,unknown,unknown,0,0,1,17,4,20,0
C_C01055,C_U0171,2025-09-19 18:39:00,2025-09-19 19:34:00,55,1,product_page,lead,P0001,retro_consoles,caseover_console,unknown,0,1,9,19,4,18,1
C_C01056,C_U0151,2025-09-26 11:26:00,2025-09-28 06:23:00,2577,1,product_page,vip,P0020,kits_and_bundles,unknown,unknown,1,1,9,26,4,11,0
C_C01057,C_U0820,2025-05-22 11:59:00,2025-05-25 19:37:00,4778,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,5,22,3,11,0
C_C01058,C_U1220,2025-03-14 16:57:00,2025-03-16 09:09:00,2412,0,product_page,one_time,P0002,retro_consoles,caseover_console,unknown,0,0,3,14,4,16,0
C_C01059,C_U2066,2025-12-28 19:09:00,2025-12-28 19:20:00,11,1,product_page,two_times,P0049,other_accessories,phone_cases,cars,1,1,12,28,6,19,1
C_C01060,C_U2127,2025-08-24 17:37:00,2025-08-24 18:22:00,45,0,product_page,vip,P0023,earphones,unknown,unknown,0,0,8,24,6,17,1
C_C01061,C_U1857,2025-07-29 15:44:00,2025-08-02 01:47:00,4923,0,product_page,lead,P0010,car_accessories,unknown,unknown,1,0,7,29,1,15,0
C_C01062,C_U0492,2025-01-29 15:53:00,2025-01-29 16:33:00,40,1,general_contact,vip,P0003,retro_consoles,caseover_console,unknown,1,0,1,29,2,15,1
C_C01063,C_U2544,2025-01-28 19:51:00,2025-01-31 07:07:00,3556,1,product_page,one_time,P0025,other_accessories,airpods_cases,unknown,1,0,1,28,1,19,0
C_C01064,C_U1429,2025-10-06 20:07:00,2025-10-06 21:26:00,79,0,general_contact,one_time,P0054,other_accessories,phone_cases,men,0,0,10,6,0,20,1
C_C01065,C_U1374,2025-09-07 11:46:00,2025-09-07 12:22:00,36,0,product_page,one_time,P0006,retro_consoles,caseover_projector,unknown,0,1,9,7,6,11,1
C_C01066,C_U0958,2025-03-13 20:23:00,2025-03-15 18:57:00,2794,1,product_page,one_time,P0024,earphones,unknown,unknown,0,0,3,13,3,20,0
C_C01067,C_U0330,2025-09-25 12:06:00,2025-09-25 14:03:00,117,1,product_page,two_times,P0010,car_accessories,unknown,unknown,1,1,9,25,3,12,1
C_C01068,C_U1515,2025-11-23 17:40:00,2025-11-23 20:14:00,154,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1,11,23,6,17,1
C_C01069,C_U1577,2025-04-14 13:18:00,2025-04-18 10:09:00,5571,1,product_page,vip,P0008,retro_consoles,caseover_projector,unknown,0,0,4,14,0,13,0
C_C01070,C_U1311,2025-01-09 11:33:00,2025-01-10 00:31:00,778,0,product_page,one_time,P0037,other_accessories,phone_cases,all_phone_cases,0,0,1,9,3,11,1
C_C01071,C_U0054,2025-03-19 11:06:00,2025-03-21 22:09:00,3543,0,product_page,one_time,P0045,other_accessories,phone_cases,personalized_cases,0,0,3,19,2,11,0
C_C01072,C_U1940,2025-05-18 08:14:00,2025-05-19 07:04:00,1370,0,product_page,two_times,P0014,cameras_and_accessories,unknown,unknown,0,0,5,18,6,8,1
C_C01073,C_U0007,2025-05-09 13:25:00,2025-05-09 16:11:00,166,0,product_page,vip,P0031,other_accessories,protection_accessories,unknown,0,0,5,9,4,13,1
C_C01074,C_U0025,2025-08-24 14:18:00,2025-08-25 11:30:00,1272,0,general_contact,one_time,P0004,retro_consoles,caseover_console,unknown,0,0,8,24,6,14,1
C_C01075,C_U1606,2025-03-27 16:22:00,2025-03-27 19:02:00,160,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0,3,27,3,16,1
C_C01076,C_U1802,2025-10-27 12:38:00,2025-10-27 13:21:00,43,1,product_page,vip,P0017,kits_and_bundles,unknown,unknown,1,0,10,27,0,12,1
C_C01077,C_U1650,2025-02-20 15:06:00,2025-02-20 16:33:00,87,1,general_contact,one_time,P0013,cameras_and_accessories,unknown,unknown,0,0,2,20,3,15,1
C_C01078,C_U1140,2025-08-31 19:18:00,2025-09-01 06:42:00,684,0,product_page,lead,P0022,earphones,unknown,unknown,1,0,8,31,6,19,1
C_C01079,C_U0898,2025-02-03 13:56:00,2025-02-03 14:19:00,23,0,product_page,lead,P0024,earphones,unknown,unknown,0,0,2,3,0,13,1
C_C01080,C_U1176,2025-05-09 20:20:00,2025-05-13 14:20:00,5400,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,5,9,4,20,0
C_C01081,C_U1885,2025-12-22 11:18:00,2025-12-22 14:15:00,177,0,product_page,lead,P0017,kits_and_bundles,unknown,unknown,0,1,12,22,0,11,1
C_C01082,C_U1032,2025-11-27 16:21:00,2025-11-27 18:31:00,130,1,general_contact,two_times,P0009,car_accessories,unknown,unknown,1,1,11,27,3,16,1
C_C01083,C_U1465,2025-09-11 10:46:00,2025-09-11 18:34:00,468,1,product_page,lead,P0024,earphones,unknown,unknown,0,1,9,11,3,10,1
C_C01084,C_U2188,2025-06-19 19:47:00,2025-06-21 23:19:00,3092,0,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,0,0,6,19,3,19,0
C_C01085,C_U0446,2025-08-06 08:00:00,2025-08-07 11:12:00,1632,0,product_page,vip,P0015,cameras_and_accessories,unknown,unknown,0,0,8,6,2,8,0
C_C01086,C_U1974,2025-11-05 17:25:00,2025-11-05 22:54:00,329,0,product_page,lead,P0059,other_accessories,phone_cases,women,0,1,11,5,2,17,1
C_C01087,C_U0113,2025-07-31 19:03:00,2025-08-01 01:38:00,395,1,general_contact,vip,P0021,earphones,unknown,unknown,1,0,7,31,3,19,1
C_C01088,C_U0101,2025-10-16 17:47:00,2025-10-17 13:53:00,1206,0,general_contact,two_times,P0009,car_accessories,unknown,unknown,0,0,10,16,3,17,1
C_C01089,C_U0153,2025-11-11 19:07:00,2025-11-11 22:45:00,218,1,product_page,one_time,P0025,other_accessories,airpods_cases,unknown,0,1,11,11,1,19,1
C_C01090,C_U1926,2025-04-14 21:35:00,2025-04-16 15:33:00,2518,0,general_contact,one_time,P0014,cameras_and_accessories,unknown,unknown,0,0,4,14,0,21,0
C_C01091,C_U1971,2025-11-16 17:29:00,2025-11-17 05:08:00,699,1,general_contact,lead,unknown,unknown,unknown,unknown,0,1,11,16,6,17,1
C_C01092,C_U2320,2025-05-21 08:03:00,2025-05-22 00:36:00,993,0,product_page,two_times,P0004,retro_consoles,caseover_console,unknown,0,0,5,21,2,8,1
C_C01093,C_U2473,2025-09-30 09:44:00,2025-10-04 08:27:00,5683,1,general_contact,one_time,unknown,unknown,unknown,unknown,1,1,9,30,1,9,0
C_C01094,C_U1871,2025-08-26 10:38:00,2025-08-26 15:22:00,284,0,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,1,0,8,26,1,10,1
C_C01095,C_U2742,2025-04-09 18:00:00,2025-04-13 06:29:00,5069,0,product_page,one_time,P0012,car_accessories,unknown,unknown,0,0,4,9,2,18,0
C_C01096,C_U0259,2025-03-01 12:52:00,2025-03-02 00:44:00,712,0,product_page,vip,P0018,kits_and_bundles,unknown,unknown,1,0,3,1,5,12,1
C_C01097,C_U2509,2025-11-27 11:50:00,2025-11-27 13:54:00,124,0,product_page,one_time,P0020,kits_and_bundles,unknown,unknown,1,1,11,27,3,11,1
C_C01098,C_U2100,2025-03-26 12:05:00,2025-03-26 13:25:00,80,0,product_page,vip,P0011,car_accessories,unknown,unknown,1,0,3,26,2,12,1
C_C01099,C_U2067,2025-01-30 15:16:00,2025-01-30 20:00:00,284,1,general_contact,vip,unknown,unknown,unknown,unknown,1,0,1,30,3,15,1
C_C01100,C_U1285,2025-03-03 13:22:00,2025-03-03 13:30:00,8,0,general_contact,vip,P0023,earphones,unknown,unknown,0,0,3,3,0,13,1
C_C01101,C_U1753,2025-12-05 16:31:00,2025-12-05 17:44:00,73,0,general_contact,lead,P0018,kits_and_bundles,unknown,unknown,0,1,12,5,4,16,1
C_C01102,C_U0085,2025-11-14 16:02:00,2025-11-17 06:35:00,3753,1,product_page,lead,P0003,retro_consoles,caseover_console,unknown,0,1,11,14,4,16,0
C_C01103,C_U1884,2025-09-29 09:07:00,2025-09-29 10:10:00,63,0,general_contact,one_time,P0013,cameras_and_accessories,unknown,unknown,1,1,9,29,0,9,1
C_C01104,C_U1877,2025-02-22 14:36:00,2025-02-22 18:18:00,222,1,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,0,2,22,5,14,1
C_C01105,C_U1160,2025-07-08 09:06:00,2025-07-08 18:43:00,577,1,product_page,two_times,P0007,retro_consoles,caseover_projector,unknown,0,0,7,8,1,9,1
C_C01106,C_U0587,2025-03-20 14:30:00,2025-03-20 15:03:00,33,0,product_page,lead,P0046,other_accessories,phone_cases,personalized_cases,0,0,3,20,3,14,1
C_C01107,C_U2008,2025-08-25 17:01:00,2025-08-26 04:55:00,714,1,product_page,one_time,P0043,other_accessories,phone_cases,football,1,0,8,25,0,17,1
C_C01108,C_U1239,2025-04-13 11:34:00,2025-04-14 10:04:00,1350,0,general_contact,vip,P0009,car_accessories,unknown,unknown,0,0,4,13,6,11,1
C_C01109,C_U0096,2025-11-25 18:29:00,2025-11-25 22:36:00,247,1,general_contact,lead,unknown,unknown,unknown,unknown,1,1,11,25,1,18,1
C_C01110,C_U0830,2025-05-11 15:20:00,2025-05-12 00:21:00,541,0,product_page,lead,P0007,retro_consoles,caseover_projector,unknown,0,0,5,11,6,15,1
C_C01111,C_U0608,2025-09-29 14:00:00,2025-09-30 00:48:00,648,1,product_page,lead,P0024,earphones,unknown,unknown,1,1,9,29,0,14,1
C_C01112,C_U0978,2025-02-02 21:12:00,2025-02-02 23:25:00,133,1,product_page,lead,P0009,car_accessories,unknown,unknown,1,0,2,2,6,21,1
C_C01113,C_U0444,2025-08-03 08:50:00,2025-08-03 17:16:00,506,1,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,0,8,3,6,8,1
C_C01114,C_U1335,2025-11-07 12:15:00,2025-11-07 13:03:00,48,1,product_page,one_time,P0021,earphones,unknown,unknown,0,1,11,7,4,12,1
C_C01115,C_U2544,2025-11-02 17:55:00,2025-11-02 18:29:00,34,0,general_contact,vip,unknown,unknown,unknown,unknown,1,1,11,2,6,17,1
C_C01116,C_U1864,2025-12-12 21:24:00,2025-12-12 21:40:00,16,1,product_page,vip,P0042,other_accessories,phone_cases,football,0,1,12,12,4,21,1
C_C01117,C_U1253,2025-08-25 14:36:00,2025-08-26 02:12:00,696,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0,8,25,0,14,1
C_C01118,C_U0593,2025-11-21 08:54:00,2025-11-21 17:17:00,503,1,product_page,two_times,P0037,other_accessories,phone_cases,all_phone_cases,0,1,11,21,4,8,1
C_C01119,C_U0572,2025-10-19 14:13:00,2025-10-19 17:36:00,203,1,product_page,lead,P0001,retro_consoles,caseover_console,unknown,0,0,10,19,6,14,1
C_C01120,C_U0205,2025-04-10 18:21:00,2025-04-12 20:32:00,3011,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,4,10,3,18,0
C_C01121,C_U2718,2025-12-10 13:28:00,2025-12-10 16:38:00,190,0,general_contact,lead,unknown,unknown,unknown,unknown,0,1,12,10,2,13,1
C_C01122,C_U2039,2025-01-20 10:11:00,2025-01-22 11:33:00,2962,1,product_page,two_times,P0034,other_accessories,chargers_and_others,unknown,0,0,1,20,0,10,0
C_C01123,C_U2732,2025-01-09 16:24:00,2025-01-09 23:58:00,454,0,product_page,lead,P0004,retro_consoles,caseover_console,unknown,0,0,1,9,3,16,1
C_C01124,C_U0354,2025-09-11 08:50:00,2025-09-11 11:29:00,159,0,product_page,two_times,P0010,car_accessories,unknown,unknown,0,1,9,11,3,8,1
C_C01125,C_U2025,2025-06-21 22:58:00,2025-06-22 05:36:00,398,0,product_page,vip,P0037,other_accessories,phone_cases,all_phone_cases,0,0,6,21,5,22,1
C_C01126,C_U2466,2025-11-17 19:20:00,2025-11-17 21:29:00,129,1,general_contact,two_times,P0018,kits_and_bundles,unknown,unknown,0,1,11,17,0,19,1
C_C01127,C_U1798,2025-10-15 17:41:00,2025-10-15 19:58:00,137,0,product_page,one_time,P0019,kits_and_bundles,unknown,unknown,0,0,10,15,2,17,1
