contact_id,customer_id,contact_datetime,first_response_datetime,response_time_min,converted,contact_source_type,customer_type,product_id,product_category,product_subcategory,product_collection,is_payday_period,is_peak_season,month,day_of_month,day_of_week,hour_of_day,fast_response_24h
B_C01108,B_U2059,2025-01-15 12:22:00,2025-01-17 11:50:00,2848,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,0,0,1,15,2,12,0
B_C01109,B_U2545,2025-11-28 18:45:00,2025-11-28 22:48:00,243,0,product_page,two_times,P0051,other_accessories,phone_cases,cars,1,1,11,28,4,18,1
B_C01110,B_U1628,2025-02-27 08:17:00,2025-02-28 07:04:00,1367,1,general_contact,vip,unknown,unknown,unknown,unknown,1,0,2,27,3,8,1
B_C01111,B_U2558,2025-10-18 18:10:00,2025-10-19 05:36:00,686,0,product_page,one_time,P0016,cameras_and_accessories,unknown,unknown,0,0,10,18,5,18,1
B_C01112,B_U0533,2025-11-12 16:59:00,2025-11-15 14:30:00,4171,1,general_contact,lead,P0040,other_accessories,phone_cases,all_phone_cases,0,1,11,12,2,16,0
B_C01113,B_U1032,2025-10-10 11:20:00,2025-10-11 00:58:00,818,0,product_page,one_time,P0013,cameras_and_accessories,unknown,unknown,0,0,10,10,4,11,1
B_C01114,B_U2015,2025-10-14 22:05:00,2025-10-15 15:08:00,1023,0,product_page,vip,P0015,cameras_and_accessories,unknown,unknown,0,0,10,14,1,22,1
B_C01115,B_U0452,2025-10-01 19:11:00,2025-10-02 18:28:00,1397,0,product_page,one_time,P0011,car_accessories,unknown,unknown,1,0,10,1,2,19,1
B_C01116,B_U2345,2025-06-27 22:19:00,2025-06-27 22:55:00,36,0,product_page,two_times,P0024,earphones,unknown,unknown,1,0,6,27,4,22,1
B_C01117,B_U2127,2025-07-29 21:00:00,2025-07-30 18:02:00,1262,0,product_page,lead,P0013,cameras_and_accessories,unknown,unknown,1,0,7,29,1,21,1
B_C01118,B_U0157,2025-08-05 13:02:00,2025-08-05 13:15:00,13,1,general_contact,one_time,P0024,earphones,unknown,unknown,0,0,8,5,1,13,1
B_C01119,B_U2351,2025-09-02 16:34:00,2025-09-02 18:54:00,140,0,product_page,one_time,P0023,earphones,unknown,unknown,1,1,9,2,1,16,1
B_C01120,B_U1817,2025-11-17 18:41:00,2025-11-17 19:13:00,32,1,product_page,lead,P0006,retro_consoles,caseover_projector,unknown,0,1,11,17,0,18,1
B_C01121,B_U2162,2025-07-24 19:45:00,2025-07-25 05:52:00,607,0,product_page,one_time,P0009,car_accessories,unknown,unknown,0,0,7,24,3,19,1
B_C01122,B_U1649,2025-08-16 12:56:00,2025-08-16 14:56:00,120,0,general_contact,vip,P0049,other_accessories,phone_cases,cars,0,0,8,16,5,12,1
B_C01123,B_U1177,2025-04-10 14:05:00,2025-04-11 00:18:00,613,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,4,10,3,14,1
B_C01124,B_U0276,2025-09-27 09:49:00,2025-09-27 10:33:00,44,0,general_contact,two_times,P0013,cameras_and_accessories,unknown,unknown,1,1,9,27,5,9,1
B_C01125,B_U0789,2025-05-04 12:54:00,2025-05-04 13:41:00,47,1,general_contact,vip,P0020,kits_and_bundles,unknown,unknown,0,0,5,4,6,12,1
B_C01126,B_U2158,2025-02-13 19:51:00,2025-02-13 20:48:00,57,1,product_page,vip,P0016,cameras_and_accessories,unknown,unknown,0,0,2,13,3,19,1
B_C01127,B_U0524,2025-06-15 21:32:00,2025-06-16 15:32:00,1080,0,product_page,vip,P0012,car_accessories,unknown,unknown,0,0,6,15,6,21,1
B_C01128,B_U0233,2025-08-14 13:56:00,2025-08-14 14:36:00,40,0,general_contact,two_times,P0025,other_accessories,airpods_cases,unknown,0,0,8,14,3,13,1
B_C01129,B_U0551,2025-07-06 22:50:00,2025-07-09 10:33:00,3583,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0,7,6,6,22,0
B_C01130,B_U1772,2025-10-10 19:38:00,2025-10-11 05:21:00,583,1,product_page,two_times,P0034,other_accessories,chargers_and_others,unknown,0,0,10,10,4,19,1
B_C01131,B_U2259,2025-05-04 18:14:00,2025-05-04 21:21:00,187,1,product_page,one_time,P0009,car_accessories,unknown,unknown,0,0,5,4,6,18,1
B_C01132,B_U0849,2025-07-03 15:07:00,2025-07-03 21:16:00,369,0,product_page,one_time,P0014,cameras_and_accessories,unknown,unknown,0,0,7,3,3,15,1
B_C01133,B_U2512,2025-09-05 18:40:00,2025-09-08 13:00:00,3980,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1,9,5,4,18,0
B_C01134,B_U2714,2025-07-12 20:04:00,2025-07-12 22:26:00,142,0,general_contact,one_time,P0017,kits_and_bundles,unknown,unknown,0,0,7,12,5,20,1
B_C01135,B_U0426,2025-03-14 19:27:00,2025-03-14 21:39:00,132,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,3,14,4,19,1
B_C01136,B_U2043,2025-02-12 13:31:00,2025-02-12 22:31:00,540,1,product_page,two_times,P0019,kits_and_bundles,unknown,unknown,0,0,2,12,2,13,1
B_C01137,B_U1023,2025-09-23 12:48:00,2025-09-25 17:25:00,3157,1,product_page,vip,P0017,kits_and_bundles,unknown,unknown,0,1,9,23,1,12,0
B_C01138,B_U1113,2025-06-12 21:47:00,2025-06-13 21:30:00,1423,1,product_page,two_times,P0004,retro_consoles,caseover_console,unknown,0,0,6,12,3,21,1
B_C01139,B_U1491,2025-12-20 14:16:00,2025-12-20 15:00:00,44,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1,12,20,5,14,1
B_C01140,B_U0423,2025-10-05 21:16:00,2025-10-08 17:44:00,4108,1,general_contact,lead,P0014,cameras_and_accessories,unknown,unknown,0,0,10,5,6,21,0
B_C01141,B_U1895,2025-05-23 15:44:00,2025-05-24 09:17:00,1053,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,5,23,4,15,1
B_C01142,B_U0907,2025-02-14 10:25:00,2025-02-15 06:24:00,1199,0,general_contact,lead,P0021,earphones,unknown,unknown,0,0,2,14,4,10,1
B_C01143,B_U1414,2025-08-06 15:37:00,2025-08-10 14:15:00,5678,1,general_contact,lead,P0034,other_accessories,chargers_and_others,unknown,0,0,8,6,2,15,0
B_C01144,B_U2289,2025-07-31 12:45:00,2025-07-31 12:58:00,13,0,general_contact,one_time,P0007,retro_consoles,caseover_projector,unknown,1,0,7,31,3,12,1
B_C01145,B_U2653,2025-03-30 14:16:00,2025-03-30 14:58:00,42,1,product_page,lead,P0020,kits_and_bundles,unknown,unknown,1,0,3,30,6,14,1
B_C01146,B_U0653,2025-09-18 16:59:00,2025-09-22 01:00:00,4801,0,product_page,lead,P0021,earphones,unknown,unknown,0,1,9,18,3,16,0
B_C01147,B_U1867,2025-11-12 22:19:00,2025-11-12 22:55:00,36,0,general_contact,lead,P0051,other_accessories,phone_cases,cars,0,1,11,12,2,22,1
B_C01148,B_U0301,2025-12-14 20:09:00,2025-12-17 10:14:00,3725,0,product_page,vip,P0005,retro_consoles,caseover_projector,unknown,0,1,12,14,6,20,0
B_C01149,B_U1988,2025-03-25 15:29:00,2025-03-25 17:12:00,103,1,general_contact,one_time,P0058,other_accessories,phone_cases,women,1,0,3,25,1,15,1
B_C01150,B_U0568,2025-06-17 19:17:00,2025-06-17 19:46:00,29,1,product_page,lead,P0013,cameras_and_accessories,unknown,unknown,0,0,6,17,1,19,1
B_C01151,B_U1752,2025-11-15 09:39:00,2025-11-17 21:38:00,3599,0,product_page,one_time,P0048,other_accessories,phone_cases,personalized_cases,0,1,11,15,5,9,0
B_C01152,B_U1108,2025-01-21 17:13:00,2025-01-21 20:55:00,222,0,product_page,one_time,P0020,kits_and_bundles,unknown,unknown,0,0,1,21,1,17,1
B_C01153,B_U0964,2025-02-27 22:04:00,2025-02-28 18:15:00,1211,1,product_page,vip,P0002,retro_consoles,caseover_console,unknown,1,0,2,27,3,22,1
B_C01154,B_U0230,2025-03-09 16:30:00,2025-03-10 01:56:00,566,0,product_page,vip,P0011,car_accessories,unknown,unknown,0,0,3,9,6,16,1
B_C01155,B_U2223,2025-03-17 16:18:00,2025-03-18 01:15:00,537,0,product_page,one_time,P0019,kits_and_bundles,unknown,unknown,0,0,3,17,0,16,1
B_C01156,B_U0387,2025-03-22 19:09:00,2025-03-24 09:26:00,2297,0,general_contact,two_times,P0022,earphones,unknown,unknown,0,0,3,22,5,19,0
B_C01157,B_U1628,2025-09-15 13:33:00,2025-09-17 23:36:00,3483,0,general_contact,lead,P0015,cameras_and_accessories,unknown,unknown,0,1,9,15,0,13,0
B_C01158,B_U0682,2025-11-06 11:00:00,2025-11-10 03:28:00,5308,0,product_page,one_time,P0002,retro_consoles,caseover_console,unknown,0,1,11,6,3,11,0
B_C01159,B_U0739,2025-07-17 13:03:00,2025-07-17 20:47:00,464,1,product_page,lead,P0017,kits_and_bundles,unknown,unknown,0,0,7,17,3,13,1
B_C01160,B_U1062,2025-11-26 12:42:00,2025-11-26 13:46:00,64,0,product_page,vip,P0037,other_accessories,phone_cases,all_phone_cases,1,1,11,26,2,12,1
B_C01161,B_U0536,2025-01-24 16:54:00,2025-01-26 16:54:00,2880,0,product_page,one_time,P0023,earphones,unknown,unknown,0,0,1,24,4,16,0
B_C01162,B_U1829,2025-03-22 17:46:00,2025-03-22 18:31:00,45,0,general_contact,vip,P0037,other_accessories,phone_cases,all_phone_cases,0,0,3,22,5,17,1
B_C01163,B_U1307,2025-09-04 16:44:00,2025-09-08 13:33:00,5569,1,product_page,lead,P0009,car_accessories,unknown,unknown,0,1,9,4,3,16,0
B_C01164,B_U2647,2025-02-22 18:41:00,2025-02-23 16:24:00,1303,1,general_contact,lead,P0013,cameras_and_accessories,unknown,unknown,0,0,2,22,5,18,1
B_C01165,B_U1219,2025-09-11 18:38:00,2025-09-12 00:32:00,354,1,product_page,two_times,P0003,retro_consoles,caseover_console,unknown,0,1,9,11,3,18,1
B_C01166,B_U0773,2025-07-04 14:21:00,2025-07-05 08:31:00,1090,0,product_page,lead,P0011,car_accessories,unknown,unknown,0,0,7,4,4,14,1
B_C01167,B_U0029,2025-09-08 15:25:00,2025-09-08 23:44:00,499,0,product_page,lead,P0023,earphones,unknown,unknown,0,1,9,8,0,15,1
B_C01168,B_U2133,2025-12-12 18:06:00,2025-12-13 02:07:00,481,0,product_page,vip,P0017,kits_and_bundles,unknown,unknown,0,1,12,12,4,18,1
B_C01169,B_U2369,2025-03-24 18:47:00,2025-03-28 12:25:00,5378,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,0,0,3,24,0,18,0
B_C01170,B_U0777,2025-02-10 12:42:00,2025-02-10 22:53:00,611,1,general_contact,two_times,P0015,cameras_and_accessories,unknown,unknown,0,0,2,10,0,12,1
B_C01171,B_U0408,2025-08-24 21:19:00,2025-08-25 07:01:00,582,0,general_contact,one_time,P0015,cameras_and_accessories,unknown,unknown,0,0,8,24,6,21,1
B_C01172,B_U0783,2025-05-13 08:05:00,2025-05-13 09:18:00,73,0,product_page,lead,P0018,kits_and_bundles,unknown,unknown,0,0,5,13,1,8,1
B_C01173,B_U0634,2025-11-25 18:24:00,2025-11-25 22:19:00,235,1,product_page,one_time,P0020,kits_and_bundles,unknown,unknown,1,1,11,25,1,18,1
B_C01174,B_U0289,2025-10-27 13:53:00,2025-10-27 15:19:00,86,0,product_page,lead,P0045,other_accessories,phone_cases,personalized_cases,1,0,10,27,0,13,1
B_C01175,B_U0767,2025-05-19 14:02:00,2025-05-20 17:37:00,1655,0,general_contact,lead,P0018,kits_and_bundles,unknown,unknown,0,0,5,19,0,14,0
B_C01176,B_U0594,2025-02-03 15:00:00,2025-02-03 23:12:00,492,0,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,0,2,3,0,15,1
B_C01177,B_U0820,2025-01-21 09:12:00,2025-01-22 04:33:00,1161,0,product_page,vip,P0006,retro_consoles,caseover_projector,unknown,0,0,1,21,1,9,1
B_C01178,B_U1739,2025-11-08 21:27:00,2025-11-08 22:26:00,59,0,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,0,1,11,8,5,21,1
B_C01179,B_U1784,2025-05-06 15:35:00,2025-05-07 00:17:00,522,1,product_page,two_times,P0034,other_accessories,chargers_and_others,unknown,0,0,5,6,1,15,1
B_C01180,B_U1901,2025-05-26 19:15:00,2025-05-27 00:35:00,320,0,product_page,two_times,P0004,retro_consoles,caseover_console,unknown,1,0,5,26,0,19,1
B_C01181,B_U1186,2025-05-18 14:43:00,2025-05-19 02:12:00,689,1,general_contact,vip,P0012,car_accessories,unknown,unknown,0,0,5,18,6,14,1
B_C01182,B_U2712,2025-09-19 10:37:00,2025-09-20 02:24:00,947,0,product_page,lead,P0007,retro_consoles,caseover_projector,unknown,0,1,9,19,4,10,1
B_C01183,B_U2710,2025-03-15 17:32:00,2025-03-15 18:30:00,58,0,product_page,two_times,P0019,kits_and_bundles,unknown,unknown,0,0,3,15,5,17,1
B_C01184,B_U0174,2025-12-14 15:15:00,2025-12-15 03:07:00,712,0,product_page,one_time,P0004,retro_consoles,caseover_console,unknown,0,1,12,14,6,15,1
B_C01185,B_U0860,2025-06-13 22:01:00,2025-06-14 01:40:00,219,0,general_contact,vip,P0019,kits_and_bundles,unknown,unknown,0,0,6,13,4,22,1
B_C01186,B_U1217,2025-03-18 12:28:00,2025-03-19 00:28:00,720,0,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,0,3,18,1,12,1
B_C01187,B_U0871,2025-10-25 22:02:00,2025-10-28 14:03:00,3841,1,product_page,vip,P0019,kits_and_bundles,unknown,unknown,1,0,10,25,5,22,0
B_C01188,B_U2606,2025-07-18 16:57:00,2025-07-22 11:36:00,5439,1,product_page,lead,P0039,other_accessories,phone_cases,all_phone_cases,0,0,7,18,4,16,0
B_C01189,B_U0970,2025-05-10 20:28:00,2025-05-10 23:02:00,154,0,product_page,one_time,P0033,other_accessories,chargers_and_others,unknown,0,0,5,10,5,20,1
B_C01190,B_U1013,2025-07-10 08:05:00,2025-07-10 22:18:00,853,1,product_page,vip,P0034,other_accessories,chargers_and_others,unknown,0,0,7,10,3,8,1
B_C01191,B_U1511,2025-08-29 19:38:00,2025-08-29 21:21:00,103,0,product_page,vip,P0003,retro_consoles,caseover_console,unknown,1,0,8,29,4,19,1
B_C01192,B_U0618,2025-04-13 15:39:00,2025-04-14 02:46:00,667,1,product_page,one_time,P0011,car_accessories,unknown,unknown,0,0,4,13,6,15,1
B_C01193,B_U1308,2025-02-15 08:35:00,2025-02-15 13:31:00,296,1,product_page,lead,P0036,other_accessories,chargers_and_others,unknown,0,0,2,15,5,8,1
B_C01194,B_U1800,2025-05-07 13:18:00,2025-05-07 14:44:00,86,0,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,0,0,5,7,2,13,1
B_C01195,B_U2228,2025-04-11 13:40:00,2025-04-12 12:40:00,1380,0,product_page,lead,P0023,earphones,unknown,unknown,0,0,4,11,4,13,1
B_C01196,B_U0831,2025-10-27 17:28:00,2025-10-28 15:24:00,1316,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0,10,27,0,17,1
B_C01197,B_U0607,2025-12-20 11:30:00,2025-12-21 02:34:00,904,0,product_page,one_time,P0044,other_accessories,phone_cases,football,0,1,12,20,5,11,1
B_C01198,B_U2187,2025-05-22 13:24:00,2025-05-22 18:25:00,301,0,general_contact,lead,P0014,cameras_and_accessories,unknown,unknown,0,0,5,22,3,13,1
B_C01199,B_U1450,2025-02-12 22:01:00,2025-02-13 00:34:00,153,0,product_page,lead,P0041,other_accessories,phone_cases,football,0,0,2,12,2,22,1
B_C01200,B_U0210,2025-05-21 08:27:00,2025-05-25 02:29:00,5402,1,product_page,vip,P0023,earphones,unknown,unknown,0,0,5,21,2,8,0
B_C01201,B_U2202,2025-10-24 18:13:00,2025-10-25 06:02:00,709,0,product_page,two_times,P0058,other_accessories,phone_cases,women,0,0,10,24,4,18,1
B_C01202,B_U2469,2025-11-16 16:49:00,2025-11-19 02:07:00,3438,0,product_page,two_times,P0006,retro_consoles,caseover_projector,unknown,0,1,11,16,6,16,0
B_C01203,B_U2541,2025-09-16 17:28:00,2025-09-16 18:44:00,76,1,product_page,vip,P0009,car_accessories,unknown,unknown,0,1,9,16,1,17,1
B_C01204,B_U0375,2025-06-02 08:52:00,2025-06-02 13:44:00,292,1,product_page,lead,P0046,other_accessories,phone_cases,personalized_cases,1,0,6,2,0,8,1
B_C01205,B_U1844,2025-11-16 21:57:00,2025-11-16 23:10:00,73,1,general_contact,lead,P0013,cameras_and_accessories,unknown,unknown,0,1,11,16,6,21,1
B_C01206,B_U1848,2025-12-19 08:03:00,2025-12-19 23:14:00,911,1,product_page,two_times,P0007,retro_consoles,caseover_projector,unknown,0,1,12,19,4,8,1
B_C01207,B_U0828,2025-08-09 17:43:00,2025-08-11 17:30:00,2867,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,8,9,5,17,0
B_C01208,B_U0578,2025-04-22 17:12:00,2025-04-22 18:16:00,64,1,product_page,two_times,P0010,car_accessories,unknown,unknown,0,0,4,22,1,17,1
B_C01209,B_U2375,2025-01-09 19:43:00,2025-01-10 18:53:00,1390,1,product_page,one_time,P0023,earphones,unknown,unknown,0,0,1,9,3,19,1
B_C01210,B_U0126,2025-11-15 21:46:00,2025-11-16 19:17:00,1291,1,product_page,vip,P0019,kits_and_bundles,unknown,unknown,0,1,11,15,5,21,1
B_C01211,B_U0812,2025-04-21 11:15:00,2025-04-21 21:52:00,637,0,product_page,lead,P0018,kits_and_bundles,unknown,unknown,0,0,4,21,0,11,1
B_C01212,B_U0302,2025-07-31 18:12:00,2025-07-31 20:54:00,162,0,general_contact,lead,P0010,car_accessories,unknown,unknown,1,0,7,31,3,18,1
B_C01213,B_U1727,2025-01-02 12:46:00,2025-01-04 02:05:00,2239,0,general_contact,vip,unknown,unknown,unknown,unknown,1,0,1,2,3,12,0
B_C01214,B_U2705,2025-10-18 18:53:00,2025-10-18 21:23:00,150,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,10,18,5,18,1
B_C01215,B_U1439,2025-11-08 08:17:00,2025-11-08 22:25:00,848,1,general_contact,vip,unknown,unknown,unknown,unknown,0,1,11,8,5,8,1
B_C01216,B_U2528,2025-08-31 20:08:00,2025-09-01 16:03:00,1195,1,product_page,lead,P0012,car_accessories,unknown,unknown,1,0,8,31,6,20,1
B_C01217,B_U0286,2025-01-06 16:38:00,2025-01-07 16:37:00,1439,0,product_page,lead,P0033,other_accessories,chargers_and_others,unknown,0,0,1,6,0,16,1
B_C01218,B_U1442,2025-06-28 20:36:00,2025-07-02 00:28:00,4552,0,product_page,two_times,P0022,earphones,unknown,unknown,1,0,6,28,5,20,0
B_C01219,B_U2147,2025-08-25 19:04:00,2025-08-25 20:13:00,69,0,product_page,vip,P0007,retro_consoles,caseover_projector,unknown,1,0,8,25,0,19,1
B_C01220,B_U1222,2025-03-06 10:34:00,2025-03-06 12:26:00,112,0,product_page,lead,P0010,car_accessories,unknown,unknown,0,0,3,6,3,10,1
B_C01221,B_U0153,2025-11-21 09:46:00,2025-11-24 06:57:00,4151,0,product_page,lead,P0029,other_accessories,protection_accessories,unknown,0,1,11,21,4,9,0
B_C01222,B_U0008,2025-07-28 15:41:00,2025-07-28 17:24:00,103,1,product_page,one_time,P0008,retro_consoles,caseover_projector,unknown,1,0,7,28,0,15,1
B_C01223,B_U1610,2025-08-03 16:27:00,2025-08-03 17:17:00,50,1,product_page,vip,P0034,other_accessories,chargers_and_others,unknown,0,0,8,3,6,16,1
B_C01224,B_U0947,2025-06-08 08:14:00,2025-06-11 17:33:00,4879,1,product_page,one_time,P0010,car_accessories,unknown,unknown,0,0,6,8,6,8,0
B_C01225,B_U0940,2025-12-21 11:08:00,2025-12-21 17:13:00,365,0,product_page,vip,P0019,kits_and_bundles,unknown,unknown,0,1,12,21,6,11,1
B_C01226,B_U2251,2025-07-08 21:06:00,2025-07-08 22:08:00,62,0,product_page,one_time,P0032,other_accessories,protection_accessories,unknown,0,0,7,8,1,21,1
B_C01227,B_U1271,2025-01-10 12:53:00,2025-01-10 14:19:00,86,0,product_page,one_time,P0018,kits_and_bundles,unknown,unknown,0,0,1,10,4,12,1
B_C01228,B_U0663,2025-12-12 12:49:00,2025-12-12 15:47:00,178,0,product_page,vip,P0011,car_accessories,unknown,unknown,0,1,12,12,4,12,1
B_C01229,B_U0768,2025-07-10 08:34:00,2025-07-11 05:39:00,1265,1,general_contact,vip,unknown,unknown,unknown,unknown,0,0,7,10,3,8,1
B_C01230,B_U2233,2025-10-05 09:48:00,2025-10-05 10:45:00,57,0,product_page,lead,P0011,car_accessories,unknown,unknown,0,0,10,5,6,9,1
B_C01231,B_U1474,2025-09-28 21:22:00,2025-09-29 16:17:00,1135,1,product_page,vip,P0038,other_accessories,phone_cases,all_phone_cases,1,1,9,28,6,21,1
B_C01232,B_U2121,2025-06-08 17:46:00,2025-06-08 18:33:00,47,1,product_page,vip,P0020,kits_and_bundles,unknown,unknown,0,0,6,8,6,17,1
B_C01233,B_U1486,2025-08-01 10:51:00,2025-08-01 11:32:00,41,1,product_page,lead,P0017,kits_and_bundles,unknown,unknown,1,0,8,1,4,10,1
B_C01234,B_U0836,2025-09-13 20:09:00,2025-09-13 22:22:00,133,0,product_page,lead,P0017,kits_and_bundles,unknown,unknown,0,1,9,13,5,20,1
B_C01235,B_U0499,2025-05-16 17:08:00,2025-05-19 00:25:00,3317,0,product_page,lead,P0005,retro_consoles,caseover_projector,unknown,0,0,5,16,4,17,0
B_C01236,B_U1890,2025-04-23 16:29:00,2025-04-25 17:51:00,2962,1,product_page,vip,P0021,earphones,unknown,unknown,0,0,4,23,2,16,0
B_C01237,B_U1843,2025-03-08 14:26:00,2025-03-11 05:37:00,3791,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,3,8,5,14,0
B_C01238,B_U1259,2025-01-24 09:10:00,2025-01-24 14:28:00,318,1,product_page,one_time,P0023,earphones,unknown,unknown,0,0,1,24,4,9,1
B_C01239,B_U0441,2025-01-31 13:03:00,2025-02-02 08:50:00,2627,0,general_contact,lead,P0014,cameras_and_accessories,unknown,unknown,1,0,1,31,4,13,0
B_C01240,B_U2546,2025-10-29 15:01:00,2025-10-29 15:40:00,39,0,product_page,vip,P0005,retro_consoles,caseover_projector,unknown,1,0,10,29,2,15,1
B_C01241,B_U2217,2025-08-10 14:53:00,2025-08-10 19:30:00,277,1,general_contact,lead,unknown,unknown,unknown,unknown,0,0,8,10,6,14,1
B_C01242,B_U0243,2025-06-20 09:50:00,2025-06-20 23:52:00,842,1,product_page,lead,P0032,other_accessories,protection_accessories,unknown,0,0,6,20,4,9,1
B_C01243,B_U2288,2025-05-15 16:09:00,2025-05-15 19:57:00,228,0,product_page,one_time,P0017,kits_and_bundles,unknown,unknown,0,0,5,15,3,16,1
B_C01244,B_U1520,2025-08-22 20:25:00,2025-08-22 23:47:00,202,1,product_page,two_times,P0020,kits_and_bundles,unknown,unknown,0,0,8,22,4,20,1
B_C01245,B_U0330,2025-10-20 21:44:00,2025-10-21 00:56:00,192,1,general_contact,one_time,P0017,kits_and_bundles,unknown,unknown,0,0,10,20,0,21,1
B_C01246,B_U1867,2025-04-15 11:26:00,2025-04-18 23:54:00,5068,1,general_contact,lead,P0015,cameras_and_accessories,unknown,unknown,0,0,4,15,1,11,0
B_C01247,B_U2694,2025-09-08 14:03:00,2025-09-08 21:23:00,440,1,product_page,two_times,P0023,earphones,unknown,unknown,0,1,9,8,0,14,1
B_C01248,B_U0119,2025-06-21 22:56:00,2025-06-22 08:11:00,555,0,product_page,two_times,P0012,car_accessories,unknown,unknown,0,0,6,21,5,22,1
B_C01249,B_U0586,2025-04-20 21:06:00,2025-04-23 05:54:00,3408,1,general_contact,lead,unknown,unknown,unknown,unknown,0,0,4,20,6,21,0
B_C01250,B_U1404,2025-11-09 22:21:00,2025-11-11 14:22:00,2401,1,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,1,11,9,6,22,0
B_C01251,B_U1566,2025-12-20 20:37:00,2025-12-20 20:44:00,7,0,product_page,lead,P0011,car_accessories,unknown,unknown,0,1,12,20,5,20,1
B_C01252,B_U1474,2025-08-25 22:49:00,2025-08-27 17:31:00,2562,0,general_contact,one_time,unknown,unknown,unknown,unknown,1,0,8,25,0,22,0
B_C01253,B_U1445,2025-10-29 22:28:00,2025-10-29 22:33:00,5,1,product_page,two_times,P0023,earphones,unknown,unknown,1,0,10,29,2,22,1
B_C01254,B_U0585,2025-03-20 10:56:00,2025-03-21 17:18:00,1822,1,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,0,0,3,20,3,10,0
B_C01255,B_U1883,2025-12-15 16:45:00,2025-12-17 13:30:00,2685,1,general_contact,two_times,unknown,unknown,unknown,unknown,0,1,12,15,0,16,0
B_C01256,B_U1288,2025-11-13 08:01:00,2025-11-13 08:54:00,53,1,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,1,11,13,3,8,1
B_C01257,B_U0641,2025-06-02 17:36:00,2025-06-02 18:59:00,83,0,product_page,lead,P0030,other_accessories,protection_accessories,unknown,1,0,6,2,0,17,1
B_C01258,B_U2532,2025-10-04 15:33:00,2025-10-06 16:33:00,2940,0,product_page,two_times,P0016,cameras_and_accessories,unknown,unknown,0,0,10,4,5,15,0
B_C01259,B_U1508,2025-05-14 16:25:00,2025-05-14 20:16:00,231,1,product_page,two_times,P0023,earphones,unknown,unknown,0,0,5,14,2,16,1
B_C01260,B_U1586,2025-01-24 14:10:00,2025-01-24 20:06:00,356,0,product_page,vip,P0023,earphones,unknown,unknown,0,0,1,24,4,14,1
B_C01261,B_U1268,2025-08-18 17:04:00,2025-08-19 01:04:00,480,0,general_contact,vip,P0004,retro_consoles,caseover_console,unknown,0,0,8,18,0,17,1
B_C01262,B_U1683,2025-03-25 13:07:00,2025-03-25 14:37:00,90,0,product_page,lead,P0051,other_accessories,phone_cases,cars,1,0,3,25,1,13,1
B_C01263,B_U1790,2025-09-10 13:30:00,2025-09-12 17:28:00,3118,1,general_contact,one_time,P0023,earphones,unknown,unknown,0,1,9,10,2,13,0
B_C01264,B_U0367,2025-01-02 18:14:00,2025-01-04 10:02:00,2388,1,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,1,0,1,2,3,18,0
B_C01265,B_U0215,2025-10-09 12:00:00,2025-10-10 00:30:00,750,0,general_contact,lead,P0017,kits_and_bundles,unknown,unknown,0,0,10,9,3,12,1
B_C01266,B_U1192,2025-12-13 16:09:00,2025-12-13 20:31:00,262,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,0,1,12,13,5,16,1
B_C01267,B_U2001,2025-04-27 16:55:00,2025-04-28 06:44:00,829,1,product_page,lead,P0012,car_accessories,unknown,unknown,1,0,4,27,6,16,1
B_C01268,B_U2658,2025-03-08 19:22:00,2025-03-09 02:42:00,440,1,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,0,3,8,5,19,1
B_C01269,B_U2029,2025-06-20 16:02:00,2025-06-20 17:55:00,113,0,product_page,lead,P0003,retro_consoles,caseover_console,unknown,0,0,6,20,4,16,1
B_C01270,B_U0441,2025-01-31 17:47:00,2025-02-03 17:50:00,4323,1,product_page,vip,P0006,retro_consoles,caseover_projector,unknown,1,0,1,31,4,17,0
B_C01271,B_U2073,2025-06-28 17:38:00,2025-06-28 18:33:00,55,0,product_page,vip,P0021,earphones,unknown,unknown,1,0,6,28,5,17,1
B_C01272,B_U0234,2025-08-02 09:06:00,2025-08-02 09:49:00,43,0,general_contact,two_times,unknown,unknown,unknown,unknown,1,0,8,2,5,9,1
