response_time_min,converted,platform_email,platform_instagram,platform_website,platform_whatsapp,contact_reason_complaint,contact_reason_customization_request,contact_reason_order_status,contact_reason_other,contact_reason_price_question,contact_reason_product_question,contact_reason_return_or_exchange,contact_reason_shipping_question,contact_reason_stock_availability,contact_reason_warranty_or_issue,customer_type_first_time_customer,customer_type_lead,customer_type_returning_customer,customer_type_vip_customer
73,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
198,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
57,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
23,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
91,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
66,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
105,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
544,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
29,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
17,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
136,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
44,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
323,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
208,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
156,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
205,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
617,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
73,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
300,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
693,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
218,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
150,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
108,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
43,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
147,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
49,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
224,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
289,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
989,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
482,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
60,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
53,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
105,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1701,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
657,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
15,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
118,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
537,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
228,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
331,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
77,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
276,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
159,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
77,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
91,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
282,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
119,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
629,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
146,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
958,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
193,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
10,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
53,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
56,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
612,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
115,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
81,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
390,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
59,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
154,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
161,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
757,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
307,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
40,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
15,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1055,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
148,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
611,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
443,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
19,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
163,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
18,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
85,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
8,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
109,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
24,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
80,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
119,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
470,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
81,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
33,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
3,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
302,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
10,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
12,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
118,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
15,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
105,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
691,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
23,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1051,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1034,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
78,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
85,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
797,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
72,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
23,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
494,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
420,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
45,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
17,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
745,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
563,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
6,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
16,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
762,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1393,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
672,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
90,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
86,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
169,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
27,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
614,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1149,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
18,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
39,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
23,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
148,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
233,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
115,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
324,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
79,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
195,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
10,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
625,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
343,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
25,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
16,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
69,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
283,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
43,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
32,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
149,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
20,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
602,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
322,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
342,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1188,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
39,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1088,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2288,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
14,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
16,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
52,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
34,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
240,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
16,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
65,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
34,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
32,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
92,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
114,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
94,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1511,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
16,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
8,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
756,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
75,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
696,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
104,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
68,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
680,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
366,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
313,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1200,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
18,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
439,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
115,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
546,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
566,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
245,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
151,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
97,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
582,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
223,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
805,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
90,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1198,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
568,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
33,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
348,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
14,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
114,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
31,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
66,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1032,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
55,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
27,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
43,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
199,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
11,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
49,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
9,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
612,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
54,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
86,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
14,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
99,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
13,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
691,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
15,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
66,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
19,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
455,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
33,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
30,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
157,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
102,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
43,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
724,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
53,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
297,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
14,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
93,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2285,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
15,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1044,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
32,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
648,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
7,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
27,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
854,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
8,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1360,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
103,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
6,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
279,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
15,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
12,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
587,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
887,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
140,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
14,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
93,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1133,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
112,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
395,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
104,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2197,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
968,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
611,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
65,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
26,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
422,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
333,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
28,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
424,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
158,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
22,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
55,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
477,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
6,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
299,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
17,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
9,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1136,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
15,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
108,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1860,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
58,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
18,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
38,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
44,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
117,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1278,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
26,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
10,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
18,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
7,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
80,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
967,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
756,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
749,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
381,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
166,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
29,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
10,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
27,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
795,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
10,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
286,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
11,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
278,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
14,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
525,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
52,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
442,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
843,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
9,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
30,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
113,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1420,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
118,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
578,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
274,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
